timestamp,customer_no,location
2019-09-02 07:03:00,1,dairy
2019-09-02 07:03:00,2,dairy
2019-09-02 07:04:00,8,fruit
2019-09-02 07:04:00,6,spices
2019-09-02 07:04:00,5,spices
2019-09-02 07:04:00,4,dairy
2019-09-02 07:04:00,3,dairy
2019-09-02 07:04:00,7,spices
2019-09-02 07:04:00,1,checkout
2019-09-02 07:04:00,2,checkout
2019-09-02 07:05:00,3,checkout
2019-09-02 07:05:00,8,checkout
2019-09-02 07:05:00,6,dairy
2019-09-02 07:05:00,1,checkout
2019-09-02 07:05:00,5,checkout
2019-09-02 07:05:00,7,drinks
2019-09-02 07:05:00,4,checkout
2019-09-02 07:05:00,2,checkout
2019-09-02 07:06:00,10,fruit
2019-09-02 07:06:00,14,fruit
2019-09-02 07:06:00,8,checkout
2019-09-02 07:06:00,13,dairy
2019-09-02 07:06:00,7,spices
2019-09-02 07:06:00,9,dairy
2019-09-02 07:06:00,12,spices
2019-09-02 07:06:00,11,drinks
2019-09-02 07:06:00,6,spices
2019-09-02 07:06:00,2,checkout
2019-09-02 07:06:00,3,checkout
2019-09-02 07:06:00,4,checkout
2019-09-02 07:07:00,14,checkout
2019-09-02 07:07:00,7,spices
2019-09-02 07:07:00,8,checkout
2019-09-02 07:07:00,9,fruit
2019-09-02 07:07:00,16,dairy
2019-09-02 07:07:00,4,checkout
2019-09-02 07:07:00,10,checkout
2019-09-02 07:07:00,11,checkout
2019-09-02 07:07:00,12,drinks
2019-09-02 07:07:00,13,spices
2019-09-02 07:07:00,15,spices
2019-09-02 07:07:00,6,spices
2019-09-02 07:08:00,10,checkout
2019-09-02 07:08:00,11,checkout
2019-09-02 07:08:00,12,checkout
2019-09-02 07:08:00,9,fruit
2019-09-02 07:08:00,13,spices
2019-09-02 07:08:00,15,fruit
2019-09-02 07:08:00,14,checkout
2019-09-02 07:08:00,6,spices
2019-09-02 07:08:00,4,checkout
2019-09-02 07:08:00,16,spices
2019-09-02 07:08:00,7,spices
2019-09-02 07:09:00,9,fruit
2019-09-02 07:09:00,12,checkout
2019-09-02 07:09:00,15,checkout
2019-09-02 07:09:00,16,spices
2019-09-02 07:09:00,13,spices
2019-09-02 07:09:00,6,spices
2019-09-02 07:09:00,7,spices
2019-09-02 07:09:00,14,checkout
2019-09-02 07:10:00,13,spices
2019-09-02 07:10:00,9,fruit
2019-09-02 07:10:00,12,checkout
2019-09-02 07:10:00,7,fruit
2019-09-02 07:10:00,15,checkout
2019-09-02 07:10:00,6,spices
2019-09-02 07:10:00,16,checkout
2019-09-02 07:11:00,16,checkout
2019-09-02 07:11:00,17,fruit
2019-09-02 07:11:00,13,spices
2019-09-02 07:11:00,15,checkout
2019-09-02 07:11:00,9,fruit
2019-09-02 07:11:00,6,spices
2019-09-02 07:11:00,7,fruit
2019-09-02 07:12:00,17,checkout
2019-09-02 07:12:00,20,drinks
2019-09-02 07:12:00,13,spices
2019-09-02 07:12:00,6,spices
2019-09-02 07:12:00,15,checkout
2019-09-02 07:12:00,19,spices
2019-09-02 07:12:00,9,fruit
2019-09-02 07:12:00,18,fruit
2019-09-02 07:12:00,7,checkout
2019-09-02 07:13:00,18,dairy
2019-09-02 07:13:00,20,checkout
2019-09-02 07:13:00,17,checkout
2019-09-02 07:13:00,21,drinks
2019-09-02 07:13:00,19,drinks
2019-09-02 07:13:00,6,spices
2019-09-02 07:13:00,22,fruit
2019-09-02 07:13:00,13,spices
2019-09-02 07:13:00,9,checkout
2019-09-02 07:13:00,7,checkout
2019-09-02 07:14:00,13,dairy
2019-09-02 07:14:00,18,dairy
2019-09-02 07:14:00,21,spices
2019-09-02 07:14:00,6,spices
2019-09-02 07:14:00,20,checkout
2019-09-02 07:14:00,24,drinks
2019-09-02 07:14:00,22,dairy
2019-09-02 07:14:00,17,checkout
2019-09-02 07:14:00,19,checkout
2019-09-02 07:14:00,23,fruit
2019-09-02 07:15:00,18,checkout
2019-09-02 07:15:00,6,spices
2019-09-02 07:15:00,22,dairy
2019-09-02 07:15:00,21,spices
2019-09-02 07:15:00,19,checkout
2019-09-02 07:15:00,24,checkout
2019-09-02 07:15:00,13,fruit
2019-09-02 07:15:00,23,checkout
2019-09-02 07:15:00,17,checkout
2019-09-02 07:16:00,6,spices
2019-09-02 07:16:00,19,checkout
2019-09-02 07:16:00,24,checkout
2019-09-02 07:16:00,29,drinks
2019-09-02 07:16:00,27,spices
2019-09-02 07:16:00,22,checkout
2019-09-02 07:16:00,26,fruit
2019-09-02 07:16:00,17,checkout
2019-09-02 07:16:00,21,checkout
2019-09-02 07:16:00,13,checkout
2019-09-02 07:16:00,25,spices
2019-09-02 07:16:00,18,checkout
2019-09-02 07:16:00,28,drinks
2019-09-02 07:17:00,26,dairy
2019-09-02 07:17:00,25,dairy
2019-09-02 07:17:00,24,checkout
2019-09-02 07:17:00,22,checkout
2019-09-02 07:17:00,33,fruit
2019-09-02 07:17:00,32,drinks
2019-09-02 07:17:00,29,checkout
2019-09-02 07:17:00,31,spices
2019-09-02 07:17:00,30,spices
2019-09-02 07:17:00,27,dairy
2019-09-02 07:17:00,28,checkout
2019-09-02 07:17:00,34,spices
2019-09-02 07:17:00,19,checkout
2019-09-02 07:17:00,18,checkout
2019-09-02 07:17:00,6,spices
2019-09-02 07:17:00,17,checkout
2019-09-02 07:18:00,32,checkout
2019-09-02 07:18:00,35,dairy
2019-09-02 07:18:00,28,checkout
2019-09-02 07:18:00,26,dairy
2019-09-02 07:18:00,29,checkout
2019-09-02 07:18:00,30,drinks
2019-09-02 07:18:00,31,checkout
2019-09-02 07:18:00,6,drinks
2019-09-02 07:18:00,25,spices
2019-09-02 07:18:00,27,dairy
2019-09-02 07:18:00,24,checkout
2019-09-02 07:18:00,17,checkout
2019-09-02 07:18:00,34,drinks
2019-09-02 07:18:00,33,dairy
2019-09-02 07:18:00,19,checkout
2019-09-02 07:19:00,32,checkout
2019-09-02 07:19:00,6,spices
2019-09-02 07:19:00,30,fruit
2019-09-02 07:19:00,33,dairy
2019-09-02 07:19:00,28,checkout
2019-09-02 07:19:00,34,spices
2019-09-02 07:19:00,35,drinks
2019-09-02 07:19:00,27,dairy
2019-09-02 07:19:00,19,checkout
2019-09-02 07:19:00,17,checkout
2019-09-02 07:19:00,26,dairy
2019-09-02 07:19:00,25,drinks
2019-09-02 07:19:00,24,checkout
2019-09-02 07:20:00,35,checkout
2019-09-02 07:20:00,26,dairy
2019-09-02 07:20:00,19,checkout
2019-09-02 07:20:00,36,dairy
2019-09-02 07:20:00,32,checkout
2019-09-02 07:20:00,33,dairy
2019-09-02 07:20:00,17,checkout
2019-09-02 07:20:00,6,spices
2019-09-02 07:20:00,25,checkout
2019-09-02 07:20:00,27,checkout
2019-09-02 07:20:00,34,spices
2019-09-02 07:20:00,30,dairy
2019-09-02 07:20:00,24,checkout
2019-09-02 07:21:00,6,spices
2019-09-02 07:21:00,25,checkout
2019-09-02 07:21:00,17,checkout
2019-09-02 07:21:00,30,fruit
2019-09-02 07:21:00,35,checkout
2019-09-02 07:21:00,36,checkout
2019-09-02 07:21:00,33,spices
2019-09-02 07:21:00,34,spices
2019-09-02 07:21:00,27,checkout
2019-09-02 07:21:00,26,checkout
2019-09-02 07:22:00,33,spices
2019-09-02 07:22:00,34,spices
2019-09-02 07:22:00,17,checkout
2019-09-02 07:22:00,25,checkout
2019-09-02 07:22:00,35,checkout
2019-09-02 07:22:00,30,checkout
2019-09-02 07:22:00,38,fruit
2019-09-02 07:22:00,6,spices
2019-09-02 07:22:00,27,checkout
2019-09-02 07:22:00,26,checkout
2019-09-02 07:22:00,37,fruit
2019-09-02 07:23:00,38,dairy
2019-09-02 07:23:00,26,checkout
2019-09-02 07:23:00,6,spices
2019-09-02 07:23:00,37,checkout
2019-09-02 07:23:00,30,checkout
2019-09-02 07:23:00,33,dairy
2019-09-02 07:23:00,27,checkout
2019-09-02 07:23:00,34,spices
2019-09-02 07:24:00,26,checkout
2019-09-02 07:24:00,27,checkout
2019-09-02 07:24:00,33,drinks
2019-09-02 07:24:00,6,spices
2019-09-02 07:24:00,37,checkout
2019-09-02 07:24:00,34,spices
2019-09-02 07:24:00,38,dairy
2019-09-02 07:25:00,34,spices
2019-09-02 07:25:00,37,checkout
2019-09-02 07:25:00,38,dairy
2019-09-02 07:25:00,33,spices
2019-09-02 07:25:00,6,spices
2019-09-02 07:25:00,27,checkout
2019-09-02 07:26:00,46,fruit
2019-09-02 07:26:00,42,dairy
2019-09-02 07:26:00,44,fruit
2019-09-02 07:26:00,41,drinks
2019-09-02 07:26:00,45,spices
2019-09-02 07:26:00,40,dairy
2019-09-02 07:26:00,39,dairy
2019-09-02 07:26:00,43,fruit
2019-09-02 07:26:00,6,dairy
2019-09-02 07:26:00,37,checkout
2019-09-02 07:26:00,27,checkout
2019-09-02 07:26:00,38,dairy
2019-09-02 07:26:00,33,spices
2019-09-02 07:26:00,34,fruit
2019-09-02 07:27:00,40,spices
2019-09-02 07:27:00,43,dairy
2019-09-02 07:27:00,42,spices
2019-09-02 07:27:00,47,drinks
2019-09-02 07:27:00,44,checkout
2019-09-02 07:27:00,41,dairy
2019-09-02 07:27:00,45,dairy
2019-09-02 07:27:00,33,drinks
2019-09-02 07:27:00,39,checkout
2019-09-02 07:27:00,38,checkout
2019-09-02 07:27:00,46,checkout
2019-09-02 07:27:00,27,checkout
2019-09-02 07:27:00,34,checkout
2019-09-02 07:27:00,48,drinks
2019-09-02 07:27:00,6,spices
2019-09-02 07:27:00,49,spices
2019-09-02 07:28:00,38,checkout
2019-09-02 07:28:00,43,dairy
2019-09-02 07:28:00,42,spices
2019-09-02 07:28:00,49,checkout
2019-09-02 07:28:00,51,fruit
2019-09-02 07:28:00,47,fruit
2019-09-02 07:28:00,27,checkout
2019-09-02 07:28:00,6,checkout
2019-09-02 07:28:00,33,checkout
2019-09-02 07:28:00,48,checkout
2019-09-02 07:28:00,40,spices
2019-09-02 07:28:00,50,fruit
2019-09-02 07:28:00,45,fruit
2019-09-02 07:28:00,41,spices
2019-09-02 07:29:00,45,fruit
2019-09-02 07:29:00,47,dairy
2019-09-02 07:29:00,52,drinks
2019-09-02 07:29:00,53,fruit
2019-09-02 07:29:00,43,fruit
2019-09-02 07:29:00,50,drinks
2019-09-02 07:29:00,51,dairy
2019-09-02 07:29:00,40,spices
2019-09-02 07:29:00,38,checkout
2019-09-02 07:29:00,33,checkout
2019-09-02 07:29:00,6,checkout
2019-09-02 07:29:00,27,checkout
2019-09-02 07:29:00,42,spices
2019-09-02 07:29:00,41,drinks
2019-09-02 07:30:00,51,dairy
2019-09-02 07:30:00,41,drinks
2019-09-02 07:30:00,57,fruit
2019-09-02 07:30:00,59,dairy
2019-09-02 07:30:00,45,fruit
2019-09-02 07:30:00,52,spices
2019-09-02 07:30:00,50,spices
2019-09-02 07:30:00,53,checkout
2019-09-02 07:30:00,27,checkout
2019-09-02 07:30:00,42,spices
2019-09-02 07:30:00,58,drinks
2019-09-02 07:30:00,54,spices
2019-09-02 07:30:00,47,dairy
2019-09-02 07:30:00,55,spices
2019-09-02 07:30:00,33,checkout
2019-09-02 07:30:00,56,fruit
2019-09-02 07:30:00,43,fruit
2019-09-02 07:30:00,40,checkout
2019-09-02 07:31:00,27,checkout
2019-09-02 07:31:00,59,drinks
2019-09-02 07:31:00,50,spices
2019-09-02 07:31:00,45,drinks
2019-09-02 07:31:00,47,dairy
2019-09-02 07:31:00,33,checkout
2019-09-02 07:31:00,57,checkout
2019-09-02 07:31:00,41,checkout
2019-09-02 07:31:00,56,dairy
2019-09-02 07:31:00,55,dairy
2019-09-02 07:31:00,54,dairy
2019-09-02 07:31:00,43,fruit
2019-09-02 07:31:00,53,checkout
2019-09-02 07:31:00,42,fruit
2019-09-02 07:31:00,52,spices
2019-09-02 07:31:00,51,dairy
2019-09-02 07:31:00,58,checkout
2019-09-02 07:32:00,52,fruit
2019-09-02 07:32:00,50,checkout
2019-09-02 07:32:00,53,checkout
2019-09-02 07:32:00,59,drinks
2019-09-02 07:32:00,47,dairy
2019-09-02 07:32:00,58,checkout
2019-09-02 07:32:00,54,checkout
2019-09-02 07:32:00,51,checkout
2019-09-02 07:32:00,55,dairy
2019-09-02 07:32:00,56,dairy
2019-09-02 07:32:00,33,checkout
2019-09-02 07:32:00,45,fruit
2019-09-02 07:32:00,42,fruit
2019-09-02 07:32:00,27,checkout
2019-09-02 07:32:00,43,fruit
2019-09-02 07:32:00,41,checkout
2019-09-02 07:33:00,59,drinks
2019-09-02 07:33:00,33,checkout
2019-09-02 07:33:00,51,checkout
2019-09-02 07:33:00,52,fruit
2019-09-02 07:33:00,43,fruit
2019-09-02 07:33:00,41,checkout
2019-09-02 07:33:00,42,dairy
2019-09-02 07:33:00,54,checkout
2019-09-02 07:33:00,55,checkout
2019-09-02 07:33:00,56,dairy
2019-09-02 07:33:00,45,fruit
2019-09-02 07:33:00,60,fruit
2019-09-02 07:33:00,27,checkout
2019-09-02 07:33:00,61,spices
2019-09-02 07:33:00,62,spices
2019-09-02 07:33:00,47,checkout
2019-09-02 07:34:00,42,checkout
2019-09-02 07:34:00,43,fruit
2019-09-02 07:34:00,56,spices
2019-09-02 07:34:00,59,drinks
2019-09-02 07:34:00,62,drinks
2019-09-02 07:34:00,61,drinks
2019-09-02 07:34:00,52,drinks
2019-09-02 07:34:00,45,fruit
2019-09-02 07:34:00,55,checkout
2019-09-02 07:34:00,47,checkout
2019-09-02 07:34:00,60,drinks
2019-09-02 07:34:00,54,checkout
2019-09-02 07:35:00,54,checkout
2019-09-02 07:35:00,62,drinks
2019-09-02 07:35:00,55,checkout
2019-09-02 07:35:00,42,checkout
2019-09-02 07:35:00,47,checkout
2019-09-02 07:35:00,52,drinks
2019-09-02 07:35:00,61,checkout
2019-09-02 07:35:00,56,drinks
2019-09-02 07:35:00,60,drinks
2019-09-02 07:35:00,45,dairy
2019-09-02 07:35:00,43,fruit
2019-09-02 07:35:00,59,drinks
2019-09-02 07:36:00,42,checkout
2019-09-02 07:36:00,45,dairy
2019-09-02 07:36:00,56,checkout
2019-09-02 07:36:00,54,checkout
2019-09-02 07:36:00,62,checkout
2019-09-02 07:36:00,52,drinks
2019-09-02 07:36:00,47,checkout
2019-09-02 07:36:00,59,fruit
2019-09-02 07:36:00,43,fruit
2019-09-02 07:36:00,61,checkout
2019-09-02 07:36:00,60,checkout
2019-09-02 07:37:00,45,checkout
2019-09-02 07:37:00,52,fruit
2019-09-02 07:37:00,42,checkout
2019-09-02 07:37:00,62,checkout
2019-09-02 07:37:00,59,fruit
2019-09-02 07:37:00,54,checkout
2019-09-02 07:37:00,61,checkout
2019-09-02 07:37:00,56,checkout
2019-09-02 07:37:00,43,fruit
2019-09-02 07:38:00,56,checkout
2019-09-02 07:38:00,61,checkout
2019-09-02 07:38:00,59,fruit
2019-09-02 07:38:00,62,checkout
2019-09-02 07:38:00,42,checkout
2019-09-02 07:38:00,43,fruit
2019-09-02 07:38:00,45,checkout
2019-09-02 07:38:00,52,checkout
2019-09-02 07:39:00,45,checkout
2019-09-02 07:39:00,59,checkout
2019-09-02 07:39:00,61,checkout
2019-09-02 07:39:00,43,fruit
2019-09-02 07:39:00,63,spices
2019-09-02 07:39:00,42,checkout
2019-09-02 07:39:00,56,checkout
2019-09-02 07:39:00,52,checkout
2019-09-02 07:40:00,66,spices
2019-09-02 07:40:00,63,drinks
2019-09-02 07:40:00,45,checkout
2019-09-02 07:40:00,43,dairy
2019-09-02 07:40:00,61,checkout
2019-09-02 07:40:00,65,drinks
2019-09-02 07:40:00,56,checkout
2019-09-02 07:40:00,42,checkout
2019-09-02 07:40:00,64,drinks
2019-09-02 07:41:00,63,fruit
2019-09-02 07:41:00,65,dairy
2019-09-02 07:41:00,61,checkout
2019-09-02 07:41:00,64,fruit
2019-09-02 07:41:00,45,checkout
2019-09-02 07:41:00,42,checkout
2019-09-02 07:41:00,66,drinks
2019-09-02 07:41:00,43,dairy
2019-09-02 07:42:00,64,fruit
2019-09-02 07:42:00,42,checkout
2019-09-02 07:42:00,65,dairy
2019-09-02 07:42:00,63,dairy
2019-09-02 07:42:00,66,drinks
2019-09-02 07:42:00,45,checkout
2019-09-02 07:42:00,70,spices
2019-09-02 07:42:00,43,checkout
2019-09-02 07:42:00,68,spices
2019-09-02 07:42:00,69,fruit
2019-09-02 07:42:00,67,dairy
2019-09-02 07:43:00,69,checkout
2019-09-02 07:43:00,72,spices
2019-09-02 07:43:00,70,drinks
2019-09-02 07:43:00,75,spices
2019-09-02 07:43:00,73,dairy
2019-09-02 07:43:00,66,drinks
2019-09-02 07:43:00,65,dairy
2019-09-02 07:43:00,68,drinks
2019-09-02 07:43:00,74,spices
2019-09-02 07:43:00,64,drinks
2019-09-02 07:43:00,67,spices
2019-09-02 07:43:00,71,dairy
2019-09-02 07:43:00,43,checkout
2019-09-02 07:43:00,45,checkout
2019-09-02 07:43:00,63,dairy
2019-09-02 07:43:00,42,checkout
2019-09-02 07:44:00,73,checkout
2019-09-02 07:44:00,74,fruit
2019-09-02 07:44:00,67,spices
2019-09-02 07:44:00,45,checkout
2019-09-02 07:44:00,72,drinks
2019-09-02 07:44:00,77,fruit
2019-09-02 07:44:00,66,spices
2019-09-02 07:44:00,79,dairy
2019-09-02 07:44:00,42,checkout
2019-09-02 07:44:00,68,drinks
2019-09-02 07:44:00,75,dairy
2019-09-02 07:44:00,78,spices
2019-09-02 07:44:00,65,dairy
2019-09-02 07:44:00,63,fruit
2019-09-02 07:44:00,70,drinks
2019-09-02 07:44:00,76,drinks
2019-09-02 07:44:00,64,checkout
2019-09-02 07:44:00,71,fruit
2019-09-02 07:45:00,77,checkout
2019-09-02 07:45:00,71,checkout
2019-09-02 07:45:00,72,drinks
2019-09-02 07:45:00,70,checkout
2019-09-02 07:45:00,76,dairy
2019-09-02 07:45:00,68,drinks
2019-09-02 07:45:00,67,drinks
2019-09-02 07:45:00,78,dairy
2019-09-02 07:45:00,45,checkout
2019-09-02 07:45:00,75,drinks
2019-09-02 07:45:00,74,fruit
2019-09-02 07:45:00,66,spices
2019-09-02 07:45:00,65,dairy
2019-09-02 07:45:00,63,drinks
2019-09-02 07:45:00,64,checkout
2019-09-02 07:45:00,79,drinks
2019-09-02 07:46:00,72,checkout
2019-09-02 07:46:00,76,dairy
2019-09-02 07:46:00,71,checkout
2019-09-02 07:46:00,74,checkout
2019-09-02 07:46:00,78,checkout
2019-09-02 07:46:00,77,checkout
2019-09-02 07:46:00,75,spices
2019-09-02 07:46:00,79,drinks
2019-09-02 07:46:00,70,checkout
2019-09-02 07:46:00,63,drinks
2019-09-02 07:46:00,45,checkout
2019-09-02 07:46:00,65,dairy
2019-09-02 07:46:00,66,checkout
2019-09-02 07:46:00,67,drinks
2019-09-02 07:46:00,68,fruit
2019-09-02 07:47:00,77,checkout
2019-09-02 07:47:00,83,fruit
2019-09-02 07:47:00,78,checkout
2019-09-02 07:47:00,76,dairy
2019-09-02 07:47:00,45,checkout
2019-09-02 07:47:00,75,spices
2019-09-02 07:47:00,63,checkout
2019-09-02 07:47:00,65,checkout
2019-09-02 07:47:00,67,checkout
2019-09-02 07:47:00,66,checkout
2019-09-02 07:47:00,70,checkout
2019-09-02 07:47:00,80,dairy
2019-09-02 07:47:00,72,checkout
2019-09-02 07:47:00,68,fruit
2019-09-02 07:47:00,71,checkout
2019-09-02 07:47:00,82,drinks
2019-09-02 07:47:00,79,drinks
2019-09-02 07:47:00,81,drinks
2019-09-02 07:48:00,81,fruit
2019-09-02 07:48:00,84,fruit
2019-09-02 07:48:00,85,drinks
2019-09-02 07:48:00,45,checkout
2019-09-02 07:48:00,76,dairy
2019-09-02 07:48:00,71,checkout
2019-09-02 07:48:00,78,checkout
2019-09-02 07:48:00,80,drinks
2019-09-02 07:48:00,83,dairy
2019-09-02 07:48:00,75,drinks
2019-09-02 07:48:00,82,checkout
2019-09-02 07:48:00,63,checkout
2019-09-02 07:48:00,68,fruit
2019-09-02 07:48:00,77,checkout
2019-09-02 07:48:00,72,checkout
2019-09-02 07:48:00,67,checkout
2019-09-02 07:48:00,79,drinks
2019-09-02 07:49:00,45,checkout
2019-09-02 07:49:00,79,drinks
2019-09-02 07:49:00,81,checkout
2019-09-02 07:49:00,82,checkout
2019-09-02 07:49:00,86,spices
2019-09-02 07:49:00,77,checkout
2019-09-02 07:49:00,71,checkout
2019-09-02 07:49:00,90,spices
2019-09-02 07:49:00,89,drinks
2019-09-02 07:49:00,68,spices
2019-09-02 07:49:00,72,checkout
2019-09-02 07:49:00,88,dairy
2019-09-02 07:49:00,83,checkout
2019-09-02 07:49:00,87,drinks
2019-09-02 07:49:00,80,spices
2019-09-02 07:49:00,76,dairy
2019-09-02 07:49:00,85,spices
2019-09-02 07:49:00,84,drinks
2019-09-02 07:49:00,75,checkout
2019-09-02 07:50:00,86,drinks
2019-09-02 07:50:00,85,checkout
2019-09-02 07:50:00,88,checkout
2019-09-02 07:50:00,84,drinks
2019-09-02 07:50:00,82,checkout
2019-09-02 07:50:00,90,checkout
2019-09-02 07:50:00,87,checkout
2019-09-02 07:50:00,89,checkout
2019-09-02 07:50:00,72,checkout
2019-09-02 07:50:00,68,spices
2019-09-02 07:50:00,77,checkout
2019-09-02 07:50:00,71,checkout
2019-09-02 07:50:00,80,spices
2019-09-02 07:50:00,45,checkout
2019-09-02 07:50:00,75,checkout
2019-09-02 07:50:00,79,drinks
2019-09-02 07:50:00,76,drinks
2019-09-02 07:51:00,80,spices
2019-09-02 07:51:00,72,checkout
2019-09-02 07:51:00,45,checkout
2019-09-02 07:51:00,77,checkout
2019-09-02 07:51:00,82,checkout
2019-09-02 07:51:00,76,checkout
2019-09-02 07:51:00,84,spices
2019-09-02 07:51:00,86,spices
2019-09-02 07:51:00,68,checkout
2019-09-02 07:51:00,71,checkout
2019-09-02 07:51:00,88,checkout
2019-09-02 07:51:00,79,drinks
2019-09-02 07:52:00,84,spices
2019-09-02 07:52:00,86,fruit
2019-09-02 07:52:00,91,fruit
2019-09-02 07:52:00,93,dairy
2019-09-02 07:52:00,94,drinks
2019-09-02 07:52:00,88,checkout
2019-09-02 07:52:00,92,dairy
2019-09-02 07:52:00,72,checkout
2019-09-02 07:52:00,68,checkout
2019-09-02 07:52:00,80,spices
2019-09-02 07:52:00,45,checkout
2019-09-02 07:52:00,77,checkout
2019-09-02 07:52:00,82,checkout
2019-09-02 07:52:00,79,drinks
2019-09-02 07:53:00,86,fruit
2019-09-02 07:53:00,45,checkout
2019-09-02 07:53:00,95,drinks
2019-09-02 07:53:00,79,drinks
2019-09-02 07:53:00,88,checkout
2019-09-02 07:53:00,84,spices
2019-09-02 07:53:00,92,checkout
2019-09-02 07:53:00,80,spices
2019-09-02 07:53:00,93,checkout
2019-09-02 07:53:00,94,dairy
2019-09-02 07:53:00,96,dairy
2019-09-02 07:53:00,91,dairy
2019-09-02 07:54:00,80,dairy
2019-09-02 07:54:00,88,checkout
2019-09-02 07:54:00,97,fruit
2019-09-02 07:54:00,96,checkout
2019-09-02 07:54:00,95,fruit
2019-09-02 07:54:00,91,dairy
2019-09-02 07:54:00,86,dairy
2019-09-02 07:54:00,79,checkout
2019-09-02 07:54:00,45,checkout
2019-09-02 07:54:00,92,checkout
2019-09-02 07:54:00,84,spices
2019-09-02 07:54:00,94,checkout
2019-09-02 07:55:00,91,dairy
2019-09-02 07:55:00,97,checkout
2019-09-02 07:55:00,92,checkout
2019-09-02 07:55:00,95,fruit
2019-09-02 07:55:00,88,checkout
2019-09-02 07:55:00,84,dairy
2019-09-02 07:55:00,80,fruit
2019-09-02 07:55:00,45,checkout
2019-09-02 07:55:00,86,dairy
2019-09-02 07:56:00,97,checkout
2019-09-02 07:56:00,102,dairy
2019-09-02 07:56:00,100,drinks
2019-09-02 07:56:00,95,fruit
2019-09-02 07:56:00,80,fruit
2019-09-02 07:56:00,84,drinks
2019-09-02 07:56:00,92,checkout
2019-09-02 07:56:00,91,dairy
2019-09-02 07:56:00,86,fruit
2019-09-02 07:56:00,101,fruit
2019-09-02 07:56:00,98,dairy
2019-09-02 07:56:00,99,dairy
2019-09-02 07:56:00,88,checkout
2019-09-02 07:57:00,95,fruit
2019-09-02 07:57:00,80,fruit
2019-09-02 07:57:00,84,drinks
2019-09-02 07:57:00,102,checkout
2019-09-02 07:57:00,92,checkout
2019-09-02 07:57:00,98,drinks
2019-09-02 07:57:00,99,drinks
2019-09-02 07:57:00,101,checkout
2019-09-02 07:57:00,97,checkout
2019-09-02 07:57:00,100,checkout
2019-09-02 07:57:00,91,checkout
2019-09-02 07:57:00,88,checkout
2019-09-02 07:57:00,86,fruit
2019-09-02 07:58:00,99,drinks
2019-09-02 07:58:00,95,spices
2019-09-02 07:58:00,97,checkout
2019-09-02 07:58:00,101,checkout
2019-09-02 07:58:00,80,fruit
2019-09-02 07:58:00,86,spices
2019-09-02 07:58:00,98,fruit
2019-09-02 07:58:00,102,checkout
2019-09-02 07:58:00,84,drinks
2019-09-02 07:58:00,91,checkout
2019-09-02 07:58:00,100,checkout
2019-09-02 07:59:00,80,fruit
2019-09-02 07:59:00,101,checkout
2019-09-02 07:59:00,100,checkout
2019-09-02 07:59:00,102,checkout
2019-09-02 07:59:00,98,drinks
2019-09-02 07:59:00,97,checkout
2019-09-02 07:59:00,84,drinks
2019-09-02 07:59:00,91,checkout
2019-09-02 07:59:00,99,spices
2019-09-02 07:59:00,86,spices
2019-09-02 07:59:00,95,spices
2019-09-02 08:00:00,97,checkout
2019-09-02 08:00:00,100,checkout
2019-09-02 08:00:00,98,checkout
2019-09-02 08:00:00,99,spices
2019-09-02 08:00:00,102,checkout
2019-09-02 08:00:00,101,checkout
2019-09-02 08:00:00,95,spices
2019-09-02 08:00:00,86,spices
2019-09-02 08:00:00,84,drinks
2019-09-02 08:00:00,80,checkout
2019-09-02 08:01:00,84,drinks
2019-09-02 08:01:00,97,checkout
2019-09-02 08:01:00,86,spices
2019-09-02 08:01:00,80,checkout
2019-09-02 08:01:00,102,checkout
2019-09-02 08:01:00,100,checkout
2019-09-02 08:01:00,99,drinks
2019-09-02 08:01:00,95,spices
2019-09-02 08:02:00,99,checkout
2019-09-02 08:02:00,104,fruit
2019-09-02 08:02:00,105,fruit
2019-09-02 08:02:00,95,spices
2019-09-02 08:02:00,100,checkout
2019-09-02 08:02:00,103,dairy
2019-09-02 08:02:00,84,checkout
2019-09-02 08:02:00,80,checkout
2019-09-02 08:02:00,86,dairy
2019-09-02 08:03:00,106,drinks
2019-09-02 08:03:00,105,checkout
2019-09-02 08:03:00,100,checkout
2019-09-02 08:03:00,104,spices
2019-09-02 08:03:00,99,checkout
2019-09-02 08:03:00,103,drinks
2019-09-02 08:03:00,107,dairy
2019-09-02 08:03:00,108,fruit
2019-09-02 08:03:00,95,dairy
2019-09-02 08:03:00,86,dairy
2019-09-02 08:04:00,104,spices
2019-09-02 08:04:00,103,drinks
2019-09-02 08:04:00,108,dairy
2019-09-02 08:04:00,95,checkout
2019-09-02 08:04:00,107,spices
2019-09-02 08:04:00,86,dairy
2019-09-02 08:04:00,106,spices
2019-09-02 08:05:00,103,spices
2019-09-02 08:05:00,110,spices
2019-09-02 08:05:00,104,spices
2019-09-02 08:05:00,95,checkout
2019-09-02 08:05:00,107,spices
2019-09-02 08:05:00,109,dairy
2019-09-02 08:05:00,108,dairy
2019-09-02 08:05:00,106,checkout
2019-09-02 08:05:00,86,dairy
2019-09-02 08:06:00,106,checkout
2019-09-02 08:06:00,86,drinks
2019-09-02 08:06:00,107,spices
2019-09-02 08:06:00,109,spices
2019-09-02 08:06:00,110,dairy
2019-09-02 08:06:00,111,fruit
2019-09-02 08:06:00,112,fruit
2019-09-02 08:06:00,104,spices
